DT_AGG,DT_FILTER,DT_TYPE,MERCH_CLASSIFICATION1,MERCH_CLASSIFICATION2,CATEGORY_LEVEL1,CATEGORY_LEVEL2,CATEGORY_LEVEL3,MANUFACTURER_NAME,PARENT_COMPANY,CAMPAIGNS,SKUS,ZONE_ID,AD_TYPE,SOURCE,PAGE_TYPE,SLOT_NAME,BUDGET_DAILY,BUDGET_MONTHLY,BUDGET_LIFETIME,BUDGET_TOTAL_DAILY,IMPRESSIONS,CLICKS,REVENUE,QUANTITY,LTV_QUANTITY,DIRECT_SALES,LTV_SALES,QUANTITY_24H,DIRECT_24H,LTV_QUANTITY_24H,LTV_SALES_24H,REQUESTS,REQUEST_FILLED,REQUESTED_ADS,SELECTED_ADS,BUDGET_GOAL,TARGET_GOAL,API_PARTNER
2026-01-09,day,Demand,"Premium Office",Recycled,"Writing Instruments",Notebooks,Premium,"Horizon Products","Horizon Products",862090017,1952326,315386,"Sponsored Product",SFW,Search,"22005 : SEARCH_ATF_SLOT","","","","",6,"","","","","","","","","","","","","","","","",""
2026-01-09,day,Demand,"Business Essentials",Bulk,"Breakroom Supplies",Coffee,Modern,"Evergreen Brands","Evergreen Brands",757516715,250846,315399,"Sponsored Product",NMA,Browse,"22050 : NMA_BROWSE_ATF_SLOT","","","","",61,1,4.70,"","","","","","","","","","","","","","",""
2026-01-10,day,Demand,"Business Essentials",Bulk,"Breakroom Supplies",Coffee,Modern,"Evergreen Brands","Evergreen Brands",757516715,878190,315396,"Sponsored Product",NMA,PDP,"22035 : NMA_PDP_BTF_SLOT","","","","",2,"","","","","","","","","","","","","","","","",""
2026-01-09,day,Demand,"Business Essentials",Bulk,"Cleaning Supplies",General,Modern,"Inlet Trading","Evergreen Brands",770183161,2266934,315388,"Sponsored Product",SFW,Browse,"22020 : BROWSE_ATF_SLOT","","","","",69,4,2.75,"","","","","","","","","","","","","","",""
2026-01-10,day,Demand,"Business Essentials",Bulk,"Writing Instruments",Notebooks,"Heavy Duty","Yellowstone Co","Yellowstone Co",745304242,49537,"","Sponsored Product","","","","","","",0.000000,"","","","","","","","","","","","","","","","","",""
2026-01-09,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Premium,"Evergreen Brands","Evergreen Brands",849590830,1130014,315390,"Sponsored Product",SFW,PDP,"22030 : PDP_BTF_SLOT","","","","",2,"","","","","","","","","","","","","","","","",""
2026-01-09,day,Demand,"Premium Office",Compact,"Writing Instruments",General,Deluxe,"Starlight Co","Starlight Co",746282106,614286,315397,"Sponsored Product",NMA,Search,"22040 : NMA_SEARCH_ATF_SLOT","","","","",2,"","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-03,day,Demand,"Premium Office",Premium,"Writing Instruments","Index Cards",Standard,"Evergreen Brands","Evergreen Brands",861899532,1513718,315390,"Sponsored Product",SFW,PDP,"22030 : PDP_BTF_SLOT","","","","",15,"","","","","","","","","","","","","","","","",""
2026-01-04,day,Demand,"Premium Office",Recycled,"Writing Instruments",Envelopes,Deluxe,"Unity Brands","Unity Brands",861599377,1824702,315399,"Sponsored Product",NMA,Browse,"22050 : NMA_BROWSE_ATF_SLOT","","","","",18,1,0.95,"","","","","","","","","","","","","","",""
2026-01-04,day,Demand,"Premium Office",Compact,"Writing Instruments",General,Classic,"Evergreen Brands","Evergreen Brands",749664852,52017,315399,"Sponsored Product",NMA,Browse,"22050 : NMA_BROWSE_ATF_SLOT","","","","",5,"","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-03,day,Demand,"Premium Office",Bulk,"Paper Products",Envelopes,"Heavy Duty","Denali Partners","Denali Partners",857860932,1906126,315396,"Sponsored Product",NMA,PDP,"22035 : NMA_PDP_BTF_SLOT","","","","",986,17,12.35,1,1,29.99,29.99,1.00,29.99,1,30,"","","","","","",""
2026-01-04,day,Demand,"Premium Office",Premium,"Paper Products",General,Compact,"Oakwood Industries","Evergreen Brands",748691617,1271262,315401,"Sponsored Product",NMA,Deals,"22070 : NMA_DEALS_ATF_SLOT","","","","","","","",1,1,68.58,68.58,1.00,68.58,1,69,"","","","","","",""
2026-01-03,day,Demand,"Premium Office",Recycled,"Paper Products","Specialty Paper",Deluxe,"Denali Partners","Denali Partners",749630781,1445366,315386,"Sponsored Product",SFW,Search,"22005 : SEARCH_ATF_SLOT","","","","",436,10,13.05,2,2,199.98,199.98,2.00,199.98,2,200,"","","","","","",""
2026-01-03,day,Demand,"Business Essentials",Recycled,"Writing Instruments",Folders,Premium,"Evergreen Brands","Evergreen Brands",777737826,333238,315399,"Sponsored Product",NMA,Browse,"22050 : NMA_BROWSE_ATF_SLOT","","","","",12,1,0.60,"","","","","","","","","","","","","","",""
2026-01-04,day,Demand,"Premium Office",Bulk,"Writing Instruments","Copy Paper","Heavy Duty","Unity Brands","Unity Brands",861697820,2316742,315386,"Sponsored Product",SFW,Search,"22005 : SEARCH_ATF_SLOT","","","","",1,"","","","","","","","","","","","","","","","",""
2026-01-04,day,Demand,"Premium Office",Premium,"Paper Products",Notebooks,Eco,"Apex Industries","Apex Industries",852289628,1930182,315397,"Sponsored Product",NMA,Search,"22040 : NMA_SEARCH_ATF_SLOT","","","","",34,"","","","","","","","","","","","","","","","",""
2026-01-04,day,Demand,"Premium Office",Compact,"Writing Instruments",General,Classic,"Yellowstone Co","Yellowstone Co",861623513,1685878,"","Sponsored Brand","","","","","","",0.000000,"","","","","","","","","","","","","","","","","",
2026-01-04,day,Demand,"Premium Office",Premium,"Paper Products",General,Compact,"Starlight Co","Evergreen Brands",784113566,883494,315399,"Sponsored Product",NMA,Browse,"22050 : NMA_BROWSE_ATF_SLOT","","","","",58,1,6.20,"","","","","","","","","","","","","","",""
2026-01-04,day,Demand,"Premium Office",Recycled,"Writing Instruments",Notebooks,Deluxe,"Evergreen Brands","Evergreen Brands",861318084,739534,315386,"Sponsored Product",SFW,Search,"22005 : SEARCH_ATF_SLOT","","","","",20,2,1.16,"","","","","","","","","","","","","","",""
2026-01-04,day,Demand,"Premium Office",Premium,"Paper Products",General,Compact,"Starlight Co","Evergreen Brands",784113566,883670,315397,"Sponsored Product",NMA,Search,"22040 : NMA_SEARCH_ATF_SLOT","","","","",9,1,3.58,"","","","","","","","","","","","","","",""
2026-01-04,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Deluxe,"Apex Industries","Apex Industries",853454767,1549694,"","Sponsored Brand","","","","","","",0.000000,"","","","","","","","","","","","","","","","","",""
2026-01-04,day,Demand,"Premium Office",Premium,"Writing Instruments",Notebooks,Compact,"Denali Partners","Denali Partners",853203190,1660950,315395,"Sponsored Product",SFW,PDP,"22100 : HERO_PROMO_SLOT","","","","",5,"","","","","","","","","","","","","","","","",""
2026-01-04,day,Demand,"Premium Office",Compact,"Writing Instruments",General,Compact,"Oakwood Industries","Evergreen Brands",854124776,367161,"","Sponsored Product","","","",200,"","",200.000000,"","","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-04,day,Demand,"Premium Office",Compact,"Writing Instruments",General,Compact,"Oakwood Industries","Evergreen Brands",854124776,47672,315388,"Sponsored Product",SFW,Browse,"22020 : BROWSE_ATF_SLOT","","","","",570,13,43.47,1,4,28.56,112.18,1.00,28.56,4,112,"","","","","","",adplatform_alpha
2026-01-04,day,Demand,"Business Essentials",Standard,"Writing Instruments",Envelopes,Classic,"Starlight Co","Starlight Co",852287749,105064,321452,"Sponsored Brand Video",SFW,Browse,"22110 : SPONSORED_BRAND_VIDEO_BROWSE_ATF_SLOT","","","","",2,"","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-04,day,Demand,"Premium Office",Premium,"Writing Instruments",Notebooks,Compact,"Denali Partners","Denali Partners",853203190,1660974,"","Sponsored Product","","","","","","",0.000000,"","","","","","","","","","","","","","","","","",""
2026-01-04,day,Demand,"Premium Office",Compact,"Writing Instruments",General,Compact,"Oakwood Industries","Evergreen Brands",854124776,367161,315397,"Sponsored Product",NMA,Search,"22040 : NMA_SEARCH_ATF_SLOT","","","","",108,1,0.50,"","","","","","","","","","","","","","",adplatform_alpha
2026-01-03,day,Demand,"Premium Office",Premium,"Paper Products",General,Classic,"Evergreen Brands","Redwood Corp",861713661,1037886,321453,"Sponsored Brand Video",SFW,Search,"22115 : SPONSORED_BRAND_VIDEO_SEARCH_ATF_SLOT","","","","",1,"","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-04,day,Demand,"Business Essentials",Premium,"Writing Instruments",Folders,Compact,"Oakwood Industries","Oakwood Industries",861244916,130142,315397,"Sponsored Product",NMA,Search,"22040 : NMA_SEARCH_ATF_SLOT","","","","",216,6,20.84,"","","","","","","","","","","","","","",""
2026-01-04,day,Demand,"Business Essentials",Premium,"Writing Instruments",Folders,Compact,"Horizon Products","Horizon Products",748708750,550758,315399,"Sponsored Product",NMA,Browse,"22050 : NMA_BROWSE_ATF_SLOT","","","","",2,"","","","","","","","","","","","","","","","",""
2026-01-04,day,Demand,"Premium Office",Compact,"Writing Instruments",General,Classic,"Evergreen Brands","Evergreen Brands",749590327,92038,315393,"Sponsored Brand",SFW,Search,"22080 : SPONSORED_BRAND_SEARCH_ATF_SLOT","","","","",361,9,20.99,4,8,95.92,185.89,4.00,95.92,8,186,"","","","","","",""
2026-01-03,day,Demand,"Premium Office",Compact,"Writing Instruments",General,Classic,"Evergreen Brands","Evergreen Brands",749590327,200595,315403,"Sponsored Brand",NMA,Search,"22090 : SPONSORED_BRAND_NMA_SEARCH_ATF_SLOT","","","","",8,7,75.49,1,5,77.98,394.66,1.00,77.98,5,395,"","","","","","",""
2026-01-04,day,Demand,"Premium Office",Premium,"Writing Instruments",Notebooks,Compact,"Evergreen Brands","Evergreen Brands",862031439,3583719,315391,"Sponsored Product",SFW,Deals,"22060 : DEALS_ATF_SLOT","","","","",2,"","","","","","","","","","","","","","","","",""
2026-01-03,day,Demand,"Business Essentials",Premium,"Writing Instruments",Folders,Compact,"Horizon Products","Horizon Products",861980993,2101638,315390,"Sponsored Product",SFW,PDP,"22030 : PDP_BTF_SLOT","","","","",1,"","","","","","","","","","","","","","","","",""
2026-01-04,day,Demand,"Business Essentials",Premium,"Writing Instruments",Folders,Compact,"Horizon Products","Horizon Products",748708750,629550,315390,"Sponsored Product",SFW,PDP,"22030 : PDP_BTF_SLOT","","","","",3,"","","","","","","","","","","","","","","","",""
2026-01-03,day,Demand,"Premium Office",Compact,"Writing Instruments",General,Classic,"Evergreen Brands","Evergreen Brands",749590345,145884,315386,"Sponsored Product",SFW,Search,"22005 : SEARCH_ATF_SLOT","","","","",199,5,53.05,"","","","","","","","","","","","","","",""
2026-01-03,day,Demand,"Premium Office",Recycled,"Paper Products",Notebooks,Economy,"Denali Partners","Denali Partners",811105674,154662,315396,"Sponsored Product",NMA,PDP,"22035 : NMA_PDP_BTF_SLOT","","","","",33,5,2.70,"","","","","","","","","","","","","","",""
2026-01-04,day,Demand,"Premium Office",Recycled,"Paper Products",Notebooks,Economy,"Denali Partners","Denali Partners",811105674,154662,315395,"Sponsored Product",SFW,PDP,"22100 : HERO_PROMO_SLOT","","","","",2,"","","","","","","","","","","","","","","","",""
2026-01-03,day,Demand,"Premium Office",Recycled,"Paper Products",Notebooks,Economy,"Denali Partners","Denali Partners",811105674,159086,315390,"Sponsored Product",SFW,PDP,"22030 : PDP_BTF_SLOT","","","","",504,11,6.66,"","","","","","","","","","","","","","",""
2026-01-03,day,Demand,"Premium Office",Premium,"Paper Products",General,Classic,"Evergreen Brands","Redwood Corp",861713661,1063870,321452,"Sponsored Brand Video",SFW,Browse,"22110 : SPONSORED_BRAND_VIDEO_BROWSE_ATF_SLOT","","","","",23,"","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-03,day,Demand,"Premium Office",Compact,"Writing Instruments",General,Classic,"Evergreen Brands","Evergreen Brands",749590345,203096,315395,"Sponsored Product",SFW,PDP,"22100 : HERO_PROMO_SLOT","","","","",1474,3,31.67,"","","","","","","","","","","","","","",""
2026-01-04,day,Demand,"Premium Office",Compact,"Writing Instruments",General,Classic,"Evergreen Brands","Evergreen Brands",749590345,145884,"","Sponsored Product","","","","","","",0.000000,"","","","","","","","","","","","","","","","","",""
2026-01-03,day,Demand,"Business Essentials",Premium,"Writing Instruments",Folders,Compact,"Horizon Products","Horizon Products",861980993,2054654,315391,"Sponsored Product",SFW,Deals,"22060 : DEALS_ATF_SLOT","","","","",7,"","","","","","","","","","","","","","","","",""
2026-01-04,day,Demand,"Premium Office",Compact,"Writing Instruments",General,Classic,"Evergreen Brands","Evergreen Brands",749590345,232315,315397,"Sponsored Product",NMA,Search,"22040 : NMA_SEARCH_ATF_SLOT","","","","",15,"","","","","","","","","","","","","","","","",""
2026-01-05,day,Demand,"Premium Office",Recycled,"Paper Products","Specialty Paper",Deluxe,"Upland Goods","Upland Goods",833954106,280559,315397,"Sponsored Product",NMA,Search,"22040 : NMA_SEARCH_ATF_SLOT","","","","",5,"","","","","","","","","","","","","","","","",""
2026-01-04,day,Demand,"Premium Office",Premium,"Paper Products",General,Classic,"Westfield Corp","Redwood Corp",758403959,119079,315399,"Sponsored Product",NMA,Browse,"22050 : NMA_BROWSE_ATF_SLOT","","","","",18,"","","","","","","","","","","","","","","","",""
2026-01-05,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Classic,"Starlight Co","Starlight Co",861984715,913782,315397,"Sponsored Product",NMA,Search,"22040 : NMA_SEARCH_ATF_SLOT","","","","",1,"","","","","","","","","","","","","","","","",""
2026-01-05,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Deluxe,"Horizon Products","Horizon Products",861437460,1393358,315388,"Sponsored Product",SFW,Browse,"22020 : BROWSE_ATF_SLOT","","","","",4,"","","","","","","","","","","","","","","","",""
2026-01-04,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Modern,"Evergreen Brands","Evergreen Brands",802008180,1525694,315397,"Sponsored Product",NMA,Search,"22040 : NMA_SEARCH_ATF_SLOT","","","","",16,"","","","","","","","","","","","","","","","",""
2026-01-04,day,Demand,"Business Essentials",Recycled,"Writing Instruments",Folders,Deluxe,"Cascade Solutions","Cascade Solutions",781488658,1017054,315401,"Sponsored Product",NMA,Deals,"22070 : NMA_DEALS_ATF_SLOT","","","","",478,3,6.30,"","","","","","","","","","","","","","",""
2026-01-04,day,Demand,"Business Essentials",Recycled,"Safety & Security","First Aid",Deluxe,"Evergreen Brands","Yellowstone Co",745304417,899790,315390,"Sponsored Product",SFW,PDP,"22030 : PDP_BTF_SLOT","","","","",170,7,3.50,"","","","","","","","","","","","","","",""
2026-01-04,day,Demand,"Premium Office",Recycled,"Paper Products","Specialty Paper",Deluxe,"Denali Partners","Denali Partners",751313228,1274350,315397,"Sponsored Product",NMA,Search,"22040 : NMA_SEARCH_ATF_SLOT","","","","",364,9,12.77,"","","","","","","","","","","","","","",""
2026-01-04,day,Demand,"Business Essentials",Bulk,"Technology Accessories",Folders,Compact,"Oakwood Industries","Oakwood Industries",750596869,196781,315399,"Sponsored Product",NMA,Browse,"22050 : NMA_BROWSE_ATF_SLOT","","","","",11,"","","","","","","","","","","","","","","","",""
2026-01-05,day,Demand,"Business Essentials",Bulk,"Technology Accessories",Folders,Compact,"Zephyr Products","Zephyr Products",861999561,3539950,"","Sponsored Product","","","","","","",0.000000,"","","","","","","","","","","","","","","","","",""
2026-01-05,day,Demand,"Premium Office",Recycled,"Writing Instruments",Notebooks,Deluxe,"Evergreen Brands","Evergreen Brands",755182792,201914,315396,"Sponsored Product",NMA,PDP,"22035 : NMA_PDP_BTF_SLOT","","","","",80,4,2.47,"","","","","","","","","","","","","","",""
2026-01-05,day,Demand,"Premium Office",Premium,"Writing Instruments","Copy Paper",Modern,"Evergreen Brands","Evergreen Brands",861999023,2007958,"","Sponsored Product","","","","","","",0.000000,"","","","","","","","","","","","","","","","","",""
2026-01-04,day,Demand,"Premium Office",Premium,"Paper Products","Index Cards",Standard,"Evergreen Brands","Evergreen Brands",802623159,1513758,315391,"Sponsored Product",SFW,Deals,"22060 : DEALS_ATF_SLOT","","","","",1,"","","","","","","","","","","","","","","","",""
2026-01-05,day,Demand,"Premium Office",Compact,"Writing Instruments",General,Classic,"Evergreen Brands","Evergreen Brands",824836495,1709366,315391,"Sponsored Product",SFW,Deals,"22060 : DEALS_ATF_SLOT","","","","",1,"","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-05,day,Demand,"Premium Office",Premium,"Writing Instruments",Envelopes,Deluxe,"Yellowstone Co","Yellowstone Co",861688436,2322686,315397,"Sponsored Product",NMA,Search,"22040 : NMA_SEARCH_ATF_SLOT","","","","",5,"","","","","","","","","","","","","","","","",""
2026-01-04,day,Demand,"Professional Grade",Specialty,"Writing Instruments",General,Classic,"Starlight Co","Starlight Co",737631913,48871,315386,"Sponsored Product",SFW,Search,"22005 : SEARCH_ATF_SLOT","","","","",11,"","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-04,day,Demand,"Professional Grade",Specialty,"Writing Instruments",General,Classic,"Starlight Co","Starlight Co",737631913,266838,315399,"Sponsored Product",NMA,Browse,"22050 : NMA_BROWSE_ATF_SLOT","","","","",2,"","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-05,day,Demand,"Professional Grade",Specialty,"Writing Instruments",General,Classic,"Yellowstone Co","Yellowstone Co",828581702,1590342,"","Sponsored Brand Video","","","","","","",0.000000,"","","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-05,day,Demand,"Professional Grade",Specialty,"Writing Instruments",General,Classic,"Yellowstone Co","Yellowstone Co",828581702,48704,321452,"Sponsored Brand Video",SFW,Browse,"22110 : SPONSORED_BRAND_VIDEO_BROWSE_ATF_SLOT","","","","",106,"","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-05,day,Demand,"Professional Grade",Specialty,"Writing Instruments",General,Classic,"Yellowstone Co","Yellowstone Co",828581702,88066,321453,"Sponsored Brand Video",SFW,Search,"22115 : SPONSORED_BRAND_VIDEO_SEARCH_ATF_SLOT","","","","",1,"","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-04,day,Demand,"Premium Office",Premium,"Writing Instruments",Envelopes,Deluxe,"Yellowstone Co","Yellowstone Co",861688436,2322598,315397,"Sponsored Product",NMA,Search,"22040 : NMA_SEARCH_ATF_SLOT","","","","",22,"","","","","","","","","","","","","","","","",""
2026-01-05,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Compact,"Pinnacle Supply","Pinnacle Supply",737516874,83565,315399,"Sponsored Product",NMA,Browse,"22050 : NMA_BROWSE_ATF_SLOT","","","","",21,"","","","","","","","","","","","","","","","",""
2026-01-05,day,Demand,"Premium Office",Compact,"Writing Instruments",General,Classic,"Inlet Trading","Evergreen Brands",815541617,574710,315397,"Sponsored Product",NMA,Search,"22040 : NMA_SEARCH_ATF_SLOT","","","","",3,1,0.50,"","","","","","","","","","","","","","",""
2026-01-04,day,Demand,"Business Essentials",Bulk,"Breakroom Supplies",Coffee,Standard,"Quest Enterprises","Quest Enterprises",764617327,847838,315396,"Sponsored Product",NMA,PDP,"22035 : NMA_PDP_BTF_SLOT","","","","",5,1,0.74,"","","","","","","","","","","","","","",""
2026-01-04,day,Demand,"Premium Office",Compact,"Writing Instruments",General,Classic,"Inlet Trading","Evergreen Brands",815541617,1262118,315390,"Sponsored Product",SFW,PDP,"22030 : PDP_BTF_SLOT","","","","",124,3,14.34,1,3,49.99,164.92,1.00,49.99,3,165,"","","","","","",""
2026-01-05,day,Demand,"Premium Office",Compact,"Writing Instruments",General,Classic,"Evergreen Brands","Evergreen Brands",861838741,1499622,315388,"Sponsored Product",SFW,Browse,"22020 : BROWSE_ATF_SLOT","","","","",1,"","","","","","","","","","","","","","","","",""
2026-01-05,day,Demand,"Premium Office",Compact,"Writing Instruments",General,Classic,"Evergreen Brands","Evergreen Brands",861838741,2028838,315386,"Sponsored Product",SFW,Search,"22005 : SEARCH_ATF_SLOT","","","","",1,"","","","","","","","","","","","","","","","",""
2026-01-05,day,Demand,"Business Essentials",Bulk,"Technology Accessories",Folders,Compact,"Evergreen Brands","Evergreen Brands",861217458,1762310,315391,"Sponsored Product",SFW,Deals,"22060 : DEALS_ATF_SLOT","","","","",1,"","","","","","","","","","","","","","","","",""
2026-01-04,day,Demand,"Premium Office",Compact,"Writing Instruments",General,Classic,"Evergreen Brands","Evergreen Brands",861838741,1920958,315386,"Sponsored Product",SFW,Search,"22005 : SEARCH_ATF_SLOT","","","","",77,1,7.65,"","","","","","","","","","","","","","",""
2026-01-04,day,Demand,"Premium Office",Premium,"Writing Instruments",Envelopes,Modern,"Trident Industries","Trident Industries",861550230,2370702,315401,"Sponsored Product",NMA,Deals,"22070 : NMA_DEALS_ATF_SLOT","","","","",3,"","","","","","","","","","","","","","","","",""
2026-01-03,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Deluxe,"Redwood Corp","Redwood Corp",801988709,1275174,"","Sponsored Product","","","","","","",0.000000,"","","","","","","","","","","","","","","","","",""
2026-01-03,day,Demand,"Business Essentials",Premium,"Writing Instruments",Folders,Compact,"Evergreen Brands","Evergreen Brands",861217759,100784,315391,"Sponsored Product",SFW,Deals,"22060 : DEALS_ATF_SLOT","","","","",1729,1,4.46,"","","","","","","","","","","","","","",""
2026-01-03,day,Demand,"Business Essentials",Recycled,"Writing Instruments",Folders,Premium,"Starlight Co","Starlight Co",862024622,908446,315399,"Sponsored Product",NMA,Browse,"22050 : NMA_BROWSE_ATF_SLOT","","","","",16,1,2.15,"","","","","","","","","","","","","","",adplatform_alpha
2026-01-03,day,Demand,"Premium Office",Compact,"Writing Instruments",General,Classic,"Oakwood Industries","Oakwood Industries",746262380,259585,315388,"Sponsored Product",SFW,Browse,"22020 : BROWSE_ATF_SLOT","","","","",17,1,6.62,"","","","","","","","","","","","","","",adplatform_alpha
2026-01-03,day,Demand,"Premium Office",Premium,"Paper Products",Binders,Deluxe,"Westfield Corp","Redwood Corp",861227829,1660062,315388,"Sponsored Product",SFW,Browse,"22020 : BROWSE_ATF_SLOT","","","","",124,2,1.00,1,2,6.79,12.02,1.00,6.79,2,12,"","","","","","",""
2026-01-03,day,Demand,"Premium Office",Premium,"Paper Products",Notebooks,Compact,"Starlight Co","Starlight Co",862000236,3588638,"","Sponsored Product","","","","","",0.333333,0.333333,"","","","","","","","","","","","","","","","","",""
2026-01-03,day,Demand,"Premium Office",Bulk,"Writing Instruments",Envelopes,"Heavy Duty","Evergreen Brands","Evergreen Brands",777837094,254291,"","Sponsored Product","","","","","","",0.000000,"","","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-03,day,Demand,"Business Essentials",Recycled,"Writing Instruments",Folders,Compact,"Pinnacle Supply","Pinnacle Supply",861815276,118858,315386,"Sponsored Product",SFW,Search,"22005 : SEARCH_ATF_SLOT","","","","",9,"","","","","","","","","","","","","","","","",""
2026-01-03,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Premium,"Inlet Trading","Redwood Corp",861163280,68185,315401,"Sponsored Product",NMA,Deals,"22070 : NMA_DEALS_ATF_SLOT","","","","",9,"","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-03,day,Demand,"Premium Office",Bulk,"Writing Instruments",Envelopes,"Heavy Duty","Denali Partners","Denali Partners",861851923,2222078,315397,"Sponsored Product",NMA,Search,"22040 : NMA_SEARCH_ATF_SLOT","","","","","","","",3,3,50.97,50.97,3.00,50.97,3,51,"","","","","","",""
2026-01-03,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Premium,"Inlet Trading","Redwood Corp",861163280,301519,315386,"Sponsored Product",SFW,Search,"22005 : SEARCH_ATF_SLOT","","","","",6,"","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-03,day,Demand,"Business Essentials",Bulk,"Technology Accessories",General,"Heavy Duty","Evergreen Brands","Evergreen Brands",861587086,1699534,321457,"Sponsored Brand Video",NMA,Deals,"22135 : SPONSORED_BRAND_NMA_VIDEO_DEALS_ATF_SLOT","","","","",1,"","","","","","","","","","","","","","","","",""
2026-01-03,day,Demand,"Business Essentials",Bulk,"Technology Accessories",Folders,Compact,"Evergreen Brands","Evergreen Brands",861217327,1762326,"","Sponsored Product","","","","","","",0.000000,"","","","","","","","","","","","","","","","","",""
2026-01-03,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Premium,"Trident Industries","Evergreen Brands",861977749,50345,321456,"Sponsored Brand Video",NMA,Search,"22130 : SPONSORED_BRAND_NMA_VIDEO_SEARCH_ATF_SLOT","","","","",151,3,10.08,"","","","","","","","","","","","","","",""
2026-01-03,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Premium,"Trident Industries","Evergreen Brands",861977749,47551,321455,"Sponsored Brand Video",NMA,Browse,"22125 : SPONSORED_BRAND_NMA_VIDEO_BROWSE_ATF_SLOT","","","","","","","",1,2,32.98,70.73,1.00,32.98,2,71,"","","","","","",""
2026-01-03,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Deluxe,"Yellowstone Co","Starlight Co",814005439,153810,315397,"Sponsored Product",NMA,Search,"22040 : NMA_SEARCH_ATF_SLOT","","","","",11,"","","","","","","","","","","","","","","","",""
2026-01-03,day,Demand,"Premium Office",Recycled,"Writing Instruments",Notebooks,Deluxe,"Unity Brands","Unity Brands",861796330,314913,315397,"Sponsored Product",NMA,Search,"22040 : NMA_SEARCH_ATF_SLOT","","","","",252,3,1.50,"","","","","","","","","","","","","","",""
2026-01-03,day,Demand,"Premium Office",Recycled,"Writing Instruments",Notebooks,Compact,"Evergreen Brands","Evergreen Brands",844563951,1320934,315395,"Sponsored Product",SFW,PDP,"22100 : HERO_PROMO_SLOT","","","","",1,"","","","","","","","","","","","","","","","",""
2026-01-03,day,Demand,"Premium Office",Compact,"Writing Instruments",General,Classic,"Oakwood Industries","Inlet Trading",798073796,138969,315386,"Sponsored Product",SFW,Search,"22005 : SEARCH_ATF_SLOT","","","","",9,"","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-03,day,Demand,"Business Essentials",Premium,"Writing Instruments",Folders,Compact,"Frontier Goods","Frontier Goods",861632243,1108046,"","Sponsored Brand","","","","","","",0.000000,"","","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-03,day,Demand,"Premium Office",Recycled,"Writing Instruments",Notebooks,Mini,"Juniper Enterprises","Juniper Enterprises",861316792,1824982,315388,"Sponsored Product",SFW,Browse,"22020 : BROWSE_ATF_SLOT","","","","",6,"","","","","","","","","","","","","","","","",""
2026-01-03,day,Demand,"Premium Office",Premium,"Writing Instruments",Pencils,Economy,"Unity Brands","Unity Brands",861595803,173553,"","Sponsored Product","","","",10,"","",10.000000,"","","","","","","","","","","","","","","","","",""
2026-01-03,day,Demand,"Premium Office",Compact,"Writing Instruments",General,Compact,"Evergreen Brands","Oakwood Industries",746262423,741446,315396,"Sponsored Product",NMA,PDP,"22035 : NMA_PDP_BTF_SLOT","","","","",158,3,29.12,"","","","","","","","","","","","","","",adplatform_alpha
2026-01-03,day,Demand,"Premium Office",Compact,"Writing Instruments",General,Compact,"Evergreen Brands","Oakwood Industries",746262423,741462,315397,"Sponsored Product",NMA,Search,"22040 : NMA_SEARCH_ATF_SLOT","","","","",8,"","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-03,day,Demand,"Business Essentials",Bulk,"Technology Accessories",General,"Heavy Duty","Evergreen Brands","Evergreen Brands",861587086,3489966,"","Sponsored Brand Video","","","","","","",0.000000,"","","","","","","","","","","","","","","","","",""
2026-01-03,day,Demand,"Premium Office",Premium,"Paper Products",General,Compact,"Evergreen Brands","Evergreen Brands",862002383,363921,315397,"Sponsored Product",NMA,Search,"22040 : NMA_SEARCH_ATF_SLOT","","","","",21,"","","","","","","","","","","","","","","","",""
